Move ID,Move Name,Move Effect,Power,Accuracy,PP,Type,Damage Class
308,hydro-cannon,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",150,90,5,water,special
309,meteor-mash,Inflicts regular damage. Has a 20% chance to raise the user's Attack one stage.,90,90,10,steel,physical
310,astonish,Inflicts regular damage.  Has a 30% chance to make the target flinch.,30,100,15,ghost,physical
311,weather-ball,"Inflicts regular damage.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow sky is typeless for the purposes of this move.",50,100,10,normal,special
312,aromatherapy,Removes major status effects and confusion from every Pokémon in the user's party.,,,5,grass,status
313,fake-tears,Lowers the target's Special Defense by two stages.,,100,20,dark,status
314,air-cutter,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,60,95,25,flying,special
315,overheat,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",130,90,5,fire,special
316,odor-sleuth,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,,,40,normal,status
317,rock-tomb,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,60,95,15,rock,physical
318,silver-wind,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,60,100,5,bug,special
319,metal-sound,Lowers the target's Special Defense by two stages.,,85,40,steel,status
320,grass-whistle,Puts the target to sleep.,,55,15,grass,status
321,tickle,Lowers the target's Attack and Defense by one stage.,,100,20,normal,status
322,cosmic-power,Raises the user's Defense and Special Defense by one stage.,,,20,psychic,status
323,water-spout,"Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.",150,100,5,water,special
324,signal-beam,Inflicts regular damage.  Has a 10% chance to confuse the target.,75,100,15,bug,special
325,shadow-punch,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,60,,20,ghost,physical
326,extrasensory,Inflicts regular damage.  Has a 10% chance to make the target flinch.,80,100,20,psychic,special
327,sky-uppercut,"Inflicts regular damage.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.",85,90,15,fighting,physical
328,sand-tomb,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",35,85,15,ground,physical
329,sheer-cold,"Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.

Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.

The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",,30,5,ice,special
330,muddy-water,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.,90,85,10,water,special
331,bullet-seed,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",25,100,30,grass,physical
332,aerial-ace,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,60,,20,flying,physical
333,icicle-spear,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",25,100,30,ice,physical
334,iron-defense,Raises the user's Defense by two stages.,,,15,steel,status
335,block,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",,,5,normal,status
336,howl,Raises the user's Attack by one stage.,,,40,normal,status
337,dragon-claw,Inflicts regular damage.,80,100,15,dragon,physical
338,frenzy-plant,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",150,90,5,grass,special
339,bulk-up,Raises the user's Attack and Defense by one stage each.,,,20,fighting,status
340,bounce,"Inflicts regular damage.  User bounces high into the air for one turn, becoming immune to attack, and hits on the second turn.  Has a 30% chance to paralyze the target.

During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, and twister still hit the user normally.  gust and twister also have double power against the user.

The damage from hail and sandstorm still applies during the immune turn.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.",85,85,5,flying,physical
341,mud-shot,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,55,95,15,ground,special
342,poison-tail,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,50,100,25,poison,physical
343,covet,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome.",60,100,25,normal,physical
344,volt-tackle,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to paralyze the target.,120,100,15,electric,physical
345,magical-leaf,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,60,,20,grass,special
346,water-sport,"fire moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",,,15,water,status
347,calm-mind,Raises the user's Special Attack and Special Defense by one stage each.,,,20,psychic,status
348,leaf-blade,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,90,100,15,grass,physical
349,dragon-dance,Raises the user's Attack and Speed by one stage each.,,,20,dragon,status
350,rock-blast,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",25,90,10,rock,physical
351,shock-wave,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,60,,20,electric,special
352,water-pulse,Inflicts regular damage.  Has a 20% chance to confuse the target.,60,100,20,water,special
353,doom-desire,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won't change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.

This effect breaks through wonder guard.

If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.

The damage is applied at the end of the turn, so it ignores endure and focus sash.

This move cannot be copied by mirror move.",140,100,5,steel,special
354,psycho-boost,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",140,90,5,psychic,special
355,roost,"Heals the user for half its max HP.  If the user is flying, its flying type is ignored until the end of this turn.",,,5,flying,status
356,gravity,"For five turns (including this one), all immunities to ground moves are disabled.  For the duration of this effect, the evasion of every Pokémon on the field is lowered by two stages.  Cancels the effects of bounce, fly, and sky drop.

Specifically, flying Pokémon and those with levitate or that have used magnet rise are no longer immune to ground attacks, arena trap, spikes, or toxic spikes.

bounce, fly, sky drop, high jump kick, jump kick, and splash cannot be used while this move is in effect.

*Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky drop, Sky Drop's effect is not correctly canceled on its target, and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",,,5,psychic,status
357,miracle-eye,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers.,,,40,psychic,status
358,wake-up-slap,"Inflicts regular damage.  If the target is sleeping, this move has double power, and the target wakes up.",70,100,10,fighting,physical
359,hammer-arm,"Inflicts regular damage, then lowers the user's Speed by one stage.",100,90,10,fighting,physical
360,gyro-ball,"Inflicts regular damage.  Power increases with the target's current Speed compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150.",,100,5,steel,physical
361,healing-wish,"User faints.  Its replacement's HP is fully restored, and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead.",,,10,psychic,status
362,brine,"Inflicts regular damage.  If the target has less than half its max HP remaining, this move has double power.",65,100,10,water,special
363,natural-gift,"Inflicts regular damage.  Power and type are determined by the user's held berry.  The berry is consumed.  If the user is not holding a berry, this move will fail.",,100,15,normal,physical
364,feint,"Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.

This move cannot be copied by mirror move, nor selected by assist or metronome.",30,100,10,normal,physical
365,pluck,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.",60,100,20,flying,physical
366,tailwind,"For the next three turns, all Pokémon on the user's side of the field have their original Speed doubled.  This effect remains if the user leaves the field.",,,15,flying,status
367,acupressure,"Raises one of the target's stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.

If the target has a substitute, this move will have no effect, even if the user is the target.

This move cannot be copied by mirror move.",,,30,normal,status
368,metal-burst,"Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.",,100,10,steel,physical
369,u-turn,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.",70,100,20,bug,physical
370,close-combat,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each.",120,100,5,fighting,physical
371,payback,"Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used, this move has double power.",50,100,10,dark,physical
372,assurance,"Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used, this move has double power.",60,100,10,dark,physical
373,embargo,"Target cannot use its held item for five turns.  If the target leaves the field, this effect ends.

If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will fail.

This effect is passed by baton pass.",,100,15,dark,status
374,fling,"Inflicts regular damage.  Power and type are determined by the user's held item.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will fail.

This move ignores sticky hold.

If the user is under the effect of embargo, this move will fail.",,100,10,dark,physical
375,psycho-shift,"If the user has a major status effect and the target does not, the user's status is transferred to the target.",,100,10,psychic,status
376,trump-card,"Inflicts regular damage.  Power is determined by the PP remaining for this move, after its PP cost is deducted.  Ignores accuracy and evasion modifiers.

PP remaining | Power
------------ | ----:
4 or more    |    40
3            |    50
2            |    60
1            |    80
0            |   200

If this move is activated by another move, the activating move's PP is used to calculate power.",,,5,normal,special
377,heal-block,"For the next five turns, the target may not use any moves that only restore HP, and move effects that heal the target are disabled.  Moves that steal HP may still be used, but will only inflict damage and not heal the target.",,100,15,psychic,status
378,wring-out,"Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",,100,5,normal,special
379,power-trick,"The user's original Attack and Defense are swapped.

This effect is passed on by baton pass.",,,10,psychic,status
380,gastro-acid,"The target's ability is disabled as long as it remains on the field.

This effect is passed on by baton pass.",,100,10,poison,status
381,lucky-chant,"For five turns, opposing Pokémon cannot score critical hits.",,,30,normal,status
382,me-first,"If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.

If the target moves before the user, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",,,20,normal,status
383,copycat,"Uses the last move that was used successfully by any Pokémon, including the user.

This move cannot copy itself, nor roar nor whirlwind.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",,,20,normal,status
384,power-swap,User swaps its Attack and Special Attack stat modifiers modifiers with the target.,,,10,psychic,status
385,guard-swap,User swaps its Defense and Special Defense modifiers with the target.,,,10,psychic,status
386,punishment,"Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target's stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move's power.",,100,5,dark,physical
387,last-resort,"Inflicts regular damage.  This move can only be used if each of the user's other moves has been used at least once since the user entered the field.  If this is the user's only move, this move will fail.",140,100,5,normal,physical
388,worry-seed,"Changes the target's ability to insomnia.

If the target's ability is truant or multitype, this move will fail.",,100,10,grass,status
389,sucker-punch,"Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.

This move is not affected by iron fist.",70,100,5,dark,physical
390,toxic-spikes,"Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.

If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.

rapid spin will remove this effect from its user's side of the field.  defog will remove this effect from its target's side of the field.

This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.

Pokémon entering the field due to baton pass are not affected by this effect.",,,20,poison,status
391,heart-swap,User swaps its stat modifiers with the target.,,,10,psychic,status
392,aqua-ring,"Restores 1/16 of the user's max HP at the end of each turn.  If the user leaves the field, this effect ends.

This effect is passed on by baton pass.",,,20,water,status
393,magnet-rise,"For five turns, the user is immune to ground moves.

If the user is under the effect of ingrain or has levitate, this move will fail.

This effect is temporarily disabled by and cannot be used during gravity.

This effect is passed on by baton pass.",,,10,electric,status
394,flare-blitz,"Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",120,100,15,fire,physical
395,force-palm,Inflicts regular damage.  Has a 30% chance to paralyze the target.,60,100,10,fighting,physical
396,aura-sphere,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,80,,20,fighting,special
397,rock-polish,Raises the user's Speed by two stages.,,,20,rock,status
398,poison-jab,Inflicts regular damage.  Has a 30% chance to poison the target.,80,100,20,poison,physical
399,dark-pulse,Inflicts regular damage.  Has a 20% chance to make the target flinch.,80,100,15,dark,special
400,night-slash,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,70,100,15,dark,physical
401,aqua-tail,Inflicts regular damage.,90,90,10,water,physical
402,seed-bomb,Inflicts regular damage.,80,100,15,grass,physical
403,air-slash,Inflicts regular damage.  Has a 30% chance to make the target flinch.,75,95,15,flying,special
404,x-scissor,Inflicts regular damage.,80,100,15,bug,physical
405,bug-buzz,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,90,100,10,bug,special
406,dragon-pulse,Inflicts regular damage.,85,100,10,dragon,special
407,dragon-rush,Inflicts regular damage.  Has a 20% chance to make the target flinch.,100,75,10,dragon,physical
408,power-gem,Inflicts regular damage.,80,100,20,rock,special
409,drain-punch,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,75,100,10,fighting,physical
410,vacuum-wave,Inflicts regular damage.,40,100,30,fighting,special
411,focus-blast,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,120,70,5,fighting,special
412,energy-ball,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,90,100,10,grass,special
413,brave-bird,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,120,100,15,flying,physical
414,earth-power,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,90,100,10,ground,special
415,switcheroo,"User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",,100,10,dark,status
416,giga-impact,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",150,90,5,normal,physical
417,nasty-plot,Raises the user's Special Attack by two stages.,,,20,dark,status
418,bullet-punch,Inflicts regular damage.,40,100,30,steel,physical
419,avalanche,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",60,100,10,ice,physical
420,ice-shard,Inflicts regular damage.,40,100,30,ice,physical
421,shadow-claw,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,70,100,15,ghost,physical
422,thunder-fang,Inflicts regular damage.  Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch.,65,95,15,electric,physical
423,ice-fang,Inflicts regular damage.  Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch.,65,95,15,ice,physical
424,fire-fang,Inflicts regular damage.  Has a 10% chance to burn the target and a separate 10% chance to make the target flinch.,65,95,15,fire,physical
425,shadow-sneak,Inflicts regular damage.,40,100,30,ghost,physical
426,mud-bomb,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.,65,85,10,ground,special
427,psycho-cut,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,70,100,20,psychic,physical
428,zen-headbutt,Inflicts regular damage.  Has a 20% chance to make the target flinch.,80,90,15,psychic,physical
429,mirror-shot,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.,65,85,10,steel,special
430,flash-cannon,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.,80,100,10,steel,special
431,rock-climb,Inflicts regular damage.  Has a 20% chance to confuse the target.,90,85,20,normal,physical
432,defog,"Lowers the target's evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target's side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",,,15,flying,status
433,trick-room,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",,,5,psychic,status
434,draco-meteor,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",130,90,5,dragon,special
435,discharge,Inflicts regular damage.  Has a 30% chance to paralyze the target.,80,100,15,electric,special
436,lava-plume,Inflicts regular damage.  Has a 30% chance to burn the target.,80,100,15,fire,special
437,leaf-storm,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",130,90,5,grass,special
438,power-whip,Inflicts regular damage.,120,85,10,grass,physical
439,rock-wrecker,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",150,90,5,rock,physical
440,cross-poison,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,70,100,20,poison,physical
441,gunk-shot,Inflicts regular damage.  Has a 30% chance to poison the target.,120,80,5,poison,physical
442,iron-head,Inflicts regular damage.  Has a 30% chance to make the target flinch.,80,100,15,steel,physical
443,magnet-bomb,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,60,,20,steel,physical
444,stone-edge,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,100,80,5,rock,physical
445,captivate,"Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",,100,20,normal,status
446,stealth-rock,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.

rapid spin removes this effect from its user's side of the field.",,,20,rock,status
447,grass-knot,"Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.

Target's weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
",,100,20,grass,special
448,chatter,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",65,100,20,flying,special
449,judgment,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",100,100,10,normal,special
450,bug-bite,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.",60,100,20,bug,physical
451,charge-beam,Inflicts regular damage.  Has a 70% chance to raise the user's Special Attack by one stage.,50,90,10,electric,special
452,wood-hammer,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,120,100,15,grass,physical
453,aqua-jet,Inflicts regular damage.,40,100,20,water,physical
454,attack-order,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,90,100,15,bug,physical
455,defend-order,Raises the user's Defense and Special Defense by one stage.,,,10,bug,status
456,heal-order,Heals the user for half its max HP.,,,10,bug,status
457,head-smash,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,150,80,5,rock,physical
458,double-hit,Inflicts regular damage.  Hits twice in one turn.,35,90,10,normal,physical
459,roar-of-time,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",150,90,5,dragon,special
460,spacial-rend,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,100,95,5,dragon,special
461,lunar-dance,"User faints.  Its replacement's HP and PP are fully restored, and any major status effect is removed.",,,10,psychic,status
462,crush-grip,"Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",,100,5,normal,physical
463,magma-storm,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100,75,5,fire,special
464,dark-void,Puts the target to sleep.,,50,10,dark,status
465,seed-flare,Inflicts regular damage.  Has a 40% chance to lower the target's Special Defense by two stages.,120,85,5,grass,special
466,ominous-wind,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,60,100,5,ghost,special
467,shadow-force,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",120,100,5,ghost,physical
468,hone-claws,Raises the user's Attack and accuracy by one stage.,,,15,dark,status
469,wide-guard,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,,10,rock,status
470,guard-split,Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,,,10,psychic,status
471,power-split,"Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",,,10,psychic,status
472,wonder-room,"For five turns (including this one), every Pokémon's Defense and Special Defense are swapped.",,,10,psychic,status
473,psyshock,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",80,100,10,psychic,special
474,venoshock,"Inflicts regular damage.  If the target is poisoned, this move has double power.",65,100,10,poison,special
475,autotomize,Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.,,,15,steel,status
476,rage-powder,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",,,20,bug,status
477,telekinesis,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",,,15,psychic,status
478,magic-room,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",,,10,psychic,status
479,smack-down,"Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",50,100,15,rock,physical
480,storm-throw,Inflicts regular damage.  Always scores a critical hit.,60,100,10,fighting,physical
481,flame-burst,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",70,100,15,fire,special
482,sludge-wave,Inflicts regular damage.  Has a 10% chance to poison the target.,95,100,10,poison,special
483,quiver-dance,"Raises the user's Special Attack, Special Defense, and Speed by one stage each.",,,20,bug,status
484,heavy-slam,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",,100,10,steel,physical
485,synchronoise,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,120,100,10,psychic,special
486,electro-ball,"Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
",,100,10,electric,special
487,soak,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",,100,20,water,status
488,flame-charge,Inflicts regular damage.  Raises the user's Speed by one stage.,50,100,20,fire,physical
489,coil,"Raises the user's Attack, Defense, and accuracy by one stage each.",,,20,poison,status
490,low-sweep,Lowers the target's Speed by one stage.,65,100,20,fighting,physical
491,acid-spray,Inflicts regular damage.  Lowers the target's Special Defense by two stages.,40,100,20,poison,special
492,foul-play,Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.,95,100,15,dark,physical
493,simple-beam,Changes the target's ability to simple.,,100,15,normal,status
494,entrainment,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.,,100,15,normal,status
495,after-you,"The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",,,15,normal,status
496,round,"Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",60,100,15,normal,special
497,echoed-voice,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",40,100,15,normal,special
498,chip-away,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",70,100,20,normal,physical
499,clear-smog,Inflicts regular damage.  All of the target's stat modifiers are reset to zero.,50,,15,poison,special
500,stored-power,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",20,100,10,psychic,special
501,quick-guard,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,,15,fighting,status
